,location,beds,price,baths,half_baths
1890,Null,7,700.0,1,0
1891,East,7,700.0,1,0
1892,Null,7,700.0,1,0
1893,West,8,950.0,1,0
1894,East,5,895.0,1,0
1895,North,6,850.0,1,1
1896,East,6,850.0,1,0
1897,East,6,700.0,1,0
1898,East,7,840.0,1,0
1899,East,7,840.0,1,0
1900,West,5,747.5,1,0
1901,Null,6,995.0,1,1
1902,West,7,350.0,1,0
1903,North,7,410.0,1,1
1904,East,7,410.0,1,0
1905,East,7,115.0,1,1
1906,East,7,550.0,1,1
1907,Null,7,270.0,1,0
1908,East,8,400.0,1,1
1909,East,8,400.0,1,0
1910,East,7,400.0,1,0
1911,East,6,500.0,1,0
1912,North,7,475.0,1,0
1913,East,7,550.0,1,0
1914,East,7,550.0,1,0
1915,East,7,540.0,1,0
1916,East,8,620.0,1,0
1917,East,8,700.0,1,0
1918,East,8,325.0,1,0
1919,East,8,450.0,1,1
1920,East,8,450.0,1,1
1921,East,1,600.0,1,0
1922,East,8,800.0,1,0
1923,East,1,270.0,1,1
1924,East,1,300.0,1,0
1925,Null,3,450.0,1,0
